,District Code,Occupation,Total Main Worker (Person)
606,257,Life Science and Health Professionals,7
607,257,Teaching Professionals,23
608,257,Other Professionals,34
609,257,TECHNICIANS AND ASSOCIATE PROFESSIONALS,199
610,257,Physical and Engineering Science Associate Professionals,8
611,257,Life Science and Health Associate Professionals,56
612,257,Teaching Associate Professionals,96
613,257,Other Associate Professionals,39
614,257,CLERKS,115
615,257,Office Clerks,110
616,257,Customer Services Clerks,5
617,257,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,208
618,257,Personal and Protective Service Workers,173
619,257,"Models, Sales Persons and Demonstrators",35
620,257,SKILLED AGRICULTURAL AND FISHERY WORKERS,21
621,257,Market Oriented Skilled Agricultural and Fishery Workers,21
622,257,CRAFT AND RELATED TRADES WORKERS,78
623,257,Extraction and Building Trades Workers,56
624,257,"Metal, Machinery and Related Trades Workers",20
625,257,Other Craft and Related Trades Workers,2
626,257,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,80
627,257,Stationary Plant and Related Operators,22
628,257,Machine Operators and Assemblers,3
629,257,Drivers and Mobile-Plant Operators,55
630,257,ELEMENTARY OCCUPATIONS,597
631,257,Sales and Services Elementary Occupations,53
632,257,"Agricultural, Fishery and Related Labourers",1
633,257,"Labourers in Mining, Construction, Manufacturing and Transport",543
634,257,WORKERS NOT CLASSIFIED BY OCCUPATIONS,202
635,257,Workers Not Reporting Any Occupations,202
636,258,TOTAL,8300
637,258,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",437
638,258,Legislators and Senior Officials,108
639,258,Corporate Managers,328
640,258,General Managers,1
641,258,PROFESSIONALS,568
642,258,"Physical, Mathematical and Engineering Science Professionals",80
643,258,Life Science and Health Professionals,84
644,258,Teaching Professionals,241
645,258,Other Professionals,163
646,258,TECHNICIANS AND ASSOCIATE PROFESSIONALS,1022
647,258,Physical and Engineering Science Associate Professionals,128
648,258,Life Science and Health Associate Professionals,177
649,258,Teaching Associate Professionals,531
650,258,Other Associate Professionals,186
651,258,CLERKS,380
652,258,Office Clerks,373
653,258,Customer Services Clerks,7
654,258,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,1512
655,258,Personal and Protective Service Workers,715
656,258,"Models, Sales Persons and Demonstrators",797
657,258,SKILLED AGRICULTURAL AND FISHERY WORKERS,240
658,258,Market Oriented Skilled Agricultural and Fishery Workers,240
659,258,CRAFT AND RELATED TRADES WORKERS,756
660,258,Extraction and Building Trades Workers,383
661,258,"Metal, Machinery and Related Trades Workers",220
662,258,"Precision, Handicraft, Printing and Related Trades Workers",20
663,258,Other Craft and Related Trades Workers,133
664,258,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,561
665,258,Stationary Plant and Related Operators,50
666,258,Machine Operators and Assemblers,37
667,258,Drivers and Mobile-Plant Operators,474
668,258,ELEMENTARY OCCUPATIONS,2153
669,258,Sales and Services Elementary Occupations,337
670,258,"Agricultural, Fishery and Related Labourers",454
671,258,"Labourers in Mining, Construction, Manufacturing and Transport",1362
672,258,WORKERS NOT CLASSIFIED BY OCCUPATIONS,671
673,258,Workers Not Reporting Any Occupations,671
674,259,TOTAL,20522
675,259,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",1005
676,259,Legislators and Senior Officials,198
677,259,Corporate Managers,807
678,259,PROFESSIONALS,975
679,259,"Physical, Mathematical and Engineering Science Professionals",111
680,259,Life Science and Health Professionals,176
681,259,Teaching Professionals,369
682,259,Other Professionals,319
683,259,TECHNICIANS AND ASSOCIATE PROFESSIONALS,2201
684,259,Physical and Engineering Science Associate Professionals,154
685,259,Life Science and Health Associate Professionals,358
686,259,Teaching Associate Professionals,1191
687,259,Other Associate Professionals,498
688,259,CLERKS,697
689,259,Office Clerks,664
690,259,Customer Services Clerks,33
691,259,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,2927
692,259,Personal and Protective Service Workers,1264
693,259,"Models, Sales Persons and Demonstrators",1663
694,259,SKILLED AGRICULTURAL AND FISHERY WORKERS,547
695,259,Market Oriented Skilled Agricultural and Fishery Workers,547
696,259,CRAFT AND RELATED TRADES WORKERS,1769
697,259,Extraction and Building Trades Workers,912
698,259,"Metal, Machinery and Related Trades Workers",509
699,259,"Precision, Handicraft, Printing and Related Trades Workers",68
700,259,Other Craft and Related Trades Workers,280
701,259,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,1453
702,259,Stationary Plant and Related Operators,113
703,259,Machine Operators and Assemblers,165
704,259,Drivers and Mobile-Plant Operators,1175
705,259,ELEMENTARY OCCUPATIONS,6460
706,259,Sales and Services Elementary Occupations,704
707,259,"Agricultural, Fishery and Related Labourers",2653
708,259,"Labourers in Mining, Construction, Manufacturing and Transport",3103
709,259,WORKERS NOT CLASSIFIED BY OCCUPATIONS,2488
710,259,Workers Not Reporting Any Occupations,2488
711,260,TOTAL,3662
712,260,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",73
713,260,Legislators and Senior Officials,38
714,260,Corporate Managers,35
715,260,PROFESSIONALS,133
716,260,"Physical, Mathematical and Engineering Science Professionals",36
717,260,Life Science and Health Professionals,25
718,260,Teaching Professionals,42
719,260,Other Professionals,30
720,260,TECHNICIANS AND ASSOCIATE PROFESSIONALS,397
721,260,Physical and Engineering Science Associate Professionals,46
722,260,Life Science and Health Associate Professionals,93
723,260,Teaching Associate Professionals,209
724,260,Other Associate Professionals,49
725,260,CLERKS,131
726,260,Office Clerks,130
727,260,Customer Services Clerks,1
728,260,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,348
729,260,Personal and Protective Service Workers,212
730,260,"Models, Sales Persons and Demonstrators",136
731,260,SKILLED AGRICULTURAL AND FISHERY WORKERS,22
732,260,Market Oriented Skilled Agricultural and Fishery Workers,22
733,260,CRAFT AND RELATED TRADES WORKERS,128
734,260,Extraction and Building Trades Workers,95
735,260,"Metal, Machinery and Related Trades Workers",21
736,260,Other Craft and Related Trades Workers,12
737,260,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,123
738,260,Stationary Plant and Related Operators,34
739,260,Machine Operators and Assemblers,6
740,260,Drivers and Mobile-Plant Operators,83
741,260,ELEMENTARY OCCUPATIONS,1214
742,260,Sales and Services Elementary Occupations,58
743,260,"Agricultural, Fishery and Related Labourers",7
744,260,"Labourers in Mining, Construction, Manufacturing and Transport",1149
745,260,WORKERS NOT CLASSIFIED BY OCCUPATIONS,1093
746,260,Workers Not Reporting Any Occupations,1093
747,532,TOTAL,321326
748,532,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",8188
749,532,Legislators and Senior Officials,3517
750,532,Corporate Managers,4534
751,532,General Managers,137
752,532,PROFESSIONALS,11272
753,532,"Physical, Mathematical and Engineering Science Professionals",2282
754,532,Life Science and Health Professionals,1933
755,532,Teaching Professionals,3617
756,532,Other Professionals,3440
757,532,TECHNICIANS AND ASSOCIATE PROFESSIONALS,30998
758,532,Physical and Engineering Science Associate Professionals,1632
759,532,Life Science and Health Associate Professionals,6112
760,532,Teaching Associate Professionals,16123
761,532,Other Associate Professionals,7131
762,532,CLERKS,12104
763,532,Office Clerks,11527
764,532,Customer Services Clerks,577
765,532,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,55065
766,532,Personal and Protective Service Workers,17130
767,532,"Models, Sales Persons and Demonstrators",37935
768,532,SKILLED AGRICULTURAL AND FISHERY WORKERS,8134
769,532,Market Oriented Skilled Agricultural and Fishery Workers,8134
770,532,CRAFT AND RELATED TRADES WORKERS,74161
771,532,Extraction and Building Trades Workers,33330
772,532,"Metal, Machinery and Related Trades Workers",9674
773,532,"Precision, Handicraft, Printing and Related Trades Workers",2765
774,532,Other Craft and Related Trades Workers,28392
775,532,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,33398
776,532,Stationary Plant and Related Operators,3832
777,532,Machine Operators and Assemblers,3721
778,532,Drivers and Mobile-Plant Operators,25845
779,532,ELEMENTARY OCCUPATIONS,51716
780,532,Sales and Services Elementary Occupations,12258
781,532,"Agricultural, Fishery and Related Labourers",164
782,532,"Labourers in Mining, Construction, Manufacturing and Transport",39294
783,532,WORKERS NOT CLASSIFIED BY OCCUPATIONS,36290
784,532,Workers Not Reporting Any Occupations,36290
785,533,TOTAL,307900
786,533,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",8492
787,533,Legislators and Senior Officials,3662
788,533,Corporate Managers,4770
789,533,General Managers,60
790,533,PROFESSIONALS,13654
791,533,"Physical, Mathematical and Engineering Science Professionals",3272
792,533,Life Science and Health Professionals,2278
793,533,Teaching Professionals,4296
794,533,Other Professionals,3808
795,533,TECHNICIANS AND ASSOCIATE PROFESSIONALS,28308
796,533,Physical and Engineering Science Associate Professionals,1744
797,533,Life Science and Health Associate Professionals,4906
798,533,Teaching Associate Professionals,13844
799,533,Other Associate Professionals,7814
800,533,CLERKS,14500
801,533,Office Clerks,13836
802,533,Customer Services Clerks,664
803,533,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,58454
804,533,Personal and Protective Service Workers,16920
805,533,"Models, Sales Persons and Demonstrators",41534
806,533,SKILLED AGRICULTURAL AND FISHERY WORKERS,11286
807,533,Market Oriented Skilled Agricultural and Fishery Workers,11286
808,533,CRAFT AND RELATED TRADES WORKERS,77316
809,533,Extraction and Building Trades Workers,18374
810,533,"Metal, Machinery and Related Trades Workers",10044
811,533,"Precision, Handicraft, Printing and Related Trades Workers",3388
812,533,Other Craft and Related Trades Workers,45510
813,533,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,25938
814,533,Stationary Plant and Related Operators,976
815,533,Machine Operators and Assemblers,2960
816,533,Drivers and Mobile-Plant Operators,22002
817,533,ELEMENTARY OCCUPATIONS,41680
818,533,Sales and Services Elementary Occupations,11410
819,533,"Agricultural, Fishery and Related Labourers",224
820,533,"Labourers in Mining, Construction, Manufacturing and Transport",30046
821,533,WORKERS NOT CLASSIFIED BY OCCUPATIONS,28272
822,533,Workers Not Reporting Any Occupations,28272
823,534,TOTAL,515740
824,534,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",11300
825,534,Legislators and Senior Officials,3793
826,534,Corporate Managers,7377
827,534,General Managers,130
828,534,PROFESSIONALS,23978
829,534,"Physical, Mathematical and Engineering Science Professionals",6399
830,534,Life Science and Health Professionals,3038
831,534,Teaching Professionals,7666
832,534,Other Professionals,6875
833,534,TECHNICIANS AND ASSOCIATE PROFESSIONALS,49333
834,534,Physical and Engineering Science Associate Professionals,3611
835,534,Life Science and Health Associate Professionals,9234
836,534,Teaching Associate Professionals,23036
837,534,Other Associate Professionals,13452
838,534,CLERKS,19784
839,534,Office Clerks,18511
840,534,Customer Services Clerks,1273
841,534,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,89425
842,534,Personal and Protective Service Workers,26498
843,534,"Models, Sales Persons and Demonstrators",62927
844,534,SKILLED AGRICULTURAL AND FISHERY WORKERS,30973
845,534,Market Oriented Skilled Agricultural and Fishery Workers,30964
846,534,Subsistence Agricultural and Fishery Workers,9
847,534,CRAFT AND RELATED TRADES WORKERS,127825
848,534,Extraction and Building Trades Workers,39892
849,534,"Metal, Machinery and Related Trades Workers",17081
850,534,"Precision, Handicraft, Printing and Related Trades Workers",6809
851,534,Other Craft and Related Trades Workers,64043
852,534,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,50097
853,534,Stationary Plant and Related Operators,6957
854,534,Machine Operators and Assemblers,5593
855,534,Drivers and Mobile-Plant Operators,37547
856,534,ELEMENTARY OCCUPATIONS,80283
857,534,Sales and Services Elementary Occupations,22460
858,534,"Agricultural, Fishery and Related Labourers",36
859,534,"Labourers in Mining, Construction, Manufacturing and Transport",57787
860,534,WORKERS NOT CLASSIFIED BY OCCUPATIONS,32742
861,534,Workers Not Reporting Any Occupations,32742
862,535,TOTAL,383358
863,535,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",9606
864,535,Legislators and Senior Officials,2674
865,535,Corporate Managers,6804
866,535,General Managers,128
867,535,PROFESSIONALS,18616
868,535,"Physical, Mathematical and Engineering Science Professionals",7436
869,535,Life Science and Health Professionals,2110
870,535,Teaching Professionals,4422
871,535,Other Professionals,4648
872,535,TECHNICIANS AND ASSOCIATE PROFESSIONALS,38304
873,535,Physical and Engineering Science Associate Professionals,3968
874,535,Life Science and Health Associate Professionals,6930
875,535,Teaching Associate Professionals,15938
876,535,Other Associate Professionals,11468
877,535,CLERKS,17768
878,535,Office Clerks,16854
879,535,Customer Services Clerks,914
880,535,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,64256
881,535,Personal and Protective Service Workers,21456
882,535,"Models, Sales Persons and Demonstrators",42800
883,535,SKILLED AGRICULTURAL AND FISHERY WORKERS,9068
884,535,Market Oriented Skilled Agricultural and Fishery Workers,9068
885,535,CRAFT AND RELATED TRADES WORKERS,65868
886,535,Extraction and Building Trades Workers,20536
887,535,"Metal, Machinery and Related Trades Workers",15346
888,535,"Precision, Handicraft, Printing and Related Trades Workers",3946
889,535,Other Craft and Related Trades Workers,26040
890,535,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,48558
891,535,Stationary Plant and Related Operators,3522
892,535,Machine Operators and Assemblers,16300
893,535,Drivers and Mobile-Plant Operators,28736
894,535,ELEMENTARY OCCUPATIONS,75644
895,535,Sales and Services Elementary Occupations,15184
896,535,"Agricultural, Fishery and Related Labourers",128
897,535,"Labourers in Mining, Construction, Manufacturing and Transport",60332
898,535,WORKERS NOT CLASSIFIED BY OCCUPATIONS,35670
899,535,Workers Not Reporting Any Occupations,35670
900,536,TOTAL,1032019
901,536,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",65669
902,536,Legislators and Senior Officials,15199
903,536,Corporate Managers,49322
904,536,General Managers,1148
905,536,PROFESSIONALS,89300
906,536,"Physical, Mathematical and Engineering Science Professionals",43487
907,536,Life Science and Health Professionals,10195
908,536,Teaching Professionals,10412
909,536,Other Professionals,25206
910,536,TECHNICIANS AND ASSOCIATE PROFESSIONALS,63875
911,536,Physical and Engineering Science Associate Professionals,9580
912,536,Life Science and Health Associate Professionals,6348
913,536,Teaching Associate Professionals,19336
914,536,Other Associate Professionals,28611
915,536,CLERKS,75708
916,536,Office Clerks,71984
917,536,Customer Services Clerks,3724
918,536,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,224509
919,536,Personal and Protective Service Workers,42786
920,536,"Models, Sales Persons and Demonstrators",181723
921,536,SKILLED AGRICULTURAL AND FISHERY WORKERS,1509
922,536,Market Oriented Skilled Agricultural and Fishery Workers,1509
923,536,CRAFT AND RELATED TRADES WORKERS,101789
924,536,Extraction and Building Trades Workers,40179
